ortho	freqf
poursuivait	2.43
poursuivant	0.32
poursuivant	0.9
poursuivante	0.01
poursuivants	0.41
poursuive	0.63
poursuivent	2.77
poursuives	0.04
poursuiveurs	0.01
poursuivez	4.81
poursuivi	6.88
poursuivie	2.4
poursuivies	0.01
poursuiviez	0.32
poursuivions	0.11
poursuivirent	0.26
poursuivis	1.62
poursuivit	0.72
poursuivons	2.5
poursuivra	1.45
poursuivrai	1.08
poursuivraient	0.17
poursuivrais	0.31
poursuivrait	0.43
poursuivras	0.07
poursuivre	17.35
poursuivrez	0.05
poursuivrions	0.01
poursuivrons	0.96
poursuivront	0.36
poursuivîmes	0.01
poursuivît	0.0
pourtant	95.8
pourtour	0.09
pourtours	0.0
pourvoi	0.31
pourvoie	0.02
pourvoient	0.15
pourvoir	1.25
pourvoira	0.32
pourvoirai	0.14
pourvoiraient	0.0
pourvoirait	0.04
pourvoirons	0.0
pourvoiront	0.01
pourvois	0.0
pourvois	0.04
pourvoit	0.45
pourvoyaient	0.1
pourvoyait	0.01
pourvoyant	0.01
pourvoyeur	0.47
pourvoyeurs	0.04
pourvoyeuse	0.01
pourvoyons	0.01
pourvu	18.5
pourvue	0.24
pourvues	0.02
pourvus	0.18
pourvut	0.0
poussa	0.98
poussah	0.0
poussai	0.02
poussaient	0.45
poussais	0.46
poussait	2.59
poussant	1.83
poussas	0.0
pousse	7.3
pousse	29.6
pousse-au-crime	0.02
pousse-café	0.13
pousse-cailloux	0.0
pousse-pousse	1.43
poussent	5.17
pousser	27.51
poussera	1.25
pousserai	0.5
pousseraient	0.19
pousserais	0.28
pousserait	0.35
pousseras	0.04
pousserez	0.04
pousseriez	0.02
pousserions	0.01
pousserons	0.09
pousseront	0.36
pousses	1.27
pousses	5.63
poussette	1.83
poussettes	0.13
pousseur	0.02
pousseurs	0.02
poussez	21.6
poussier	0.0
poussiez	0.1
poussif	0.02
poussifs	0.0
poussin	5.81
poussine	0.0
poussinière	0.0
poussins	1.69
poussions	0.19
poussive	0.1
poussivement	0.0
poussives	0.01
poussière	22.77
poussières	1.63
poussiéreuse	0.76
poussiéreuses	0.14
poussiéreux	1.12
poussoir	0.02
poussons	0.67
poussâmes	0.0
poussât	0.0
poussèrent	0.24
poussé	18.46
poussé	0.47
poussée	4.63
poussée	0.58
poussée	1.93
poussées	0.43
poussées	0.09
poussées	0.18
poussés	1.92
poussés	0.21
poutargue	0.0
poutine	0.06
poutou	0.06
poutrages	0.0
poutraison	0.0
poutre	1.38
poutrelle	0.06
poutrelles	0.24
poutres	0.66
pouvaient	15.5
pouvais	122.61
pouvait	108.02
pouvant	4.43
pouvez	353.43
pouviez	17.64
pouvions	6.86
pouvoir	89.52
pouvoir	134.56
pouvoirs	28.36
pouvons	82.09
poux	8.49
pouzzolane	0.0
poème	15.98
poèmes	11.05
poète	16.98
poètes	5.17
poésie	17.56
poésies	1.52
poétesse	0.48
poétesses	0.02
poéticien	0.0
poétique	2.34
poétique	0.52
poétiquement	0.04
poétiques	0.26
poétiques	0.01
poétisait	0.0
poétisant	0.0
poétise	0.0
poétiser	0.0
poétisez	0.0
poêle	4.58
poêle	0.0
poêles	0.55
poêlon	0.16
poêlées	0.1
practice	0.15
pradelle	0.0
pradelle	0.0
praesidium	0.1
pragmatique	0.43
pragmatiquement	0.01
pragmatiques	0.08
pragmatisme	0.24
pragmatiste	0.01
praire	0.01
praires	0.12
prairial	0.0
prairie	2.38
prairies	1.06
praline	0.41
pralines	0.46
praliné	0.05
praliné	0.01
pralinés	0.0
pralinés	0.0
prang	0.11
praticable	0.3
praticable	0.01
praticables	0.18
praticables	0.0
praticien	0.3
praticienne	0.0
praticiens	0.26
pratiqua	0.02
pratiquai	0.0
pratiquaient	0.64
pratiquais	0.11
pratiquait	0.34
pratiquant	0.56
pratiquant	0.11
pratiquant	0.43
pratiquante	0.13
pratiquante	0.02
pratiquants	0.05
pratiquants	0.09
pratique	11.0
pratique	7.6
pratique	3.12
pratiquement	14.68
pratiquent	1.22
pratiquer	3.65
pratiquera	0.02
pratiquerai	0.04
pratiquerais	0.0
pratiquerait	0.0
pratiquerons	0.03
pratiques	2.17
pratiques	2.55
pratiques	0.36
pratiquez	0.89
pratiquiez	0.03
pratiquions	0.02
pratiquons	0.25
pratiquât	0.0
pratiquèrent	0.0
pratiqué	1.87
pratiquée	0.54
pratiquées	0.19
pratiqués	0.12
praxie	0.1
premier	146.12
premier	93.68
premier-maître	0.16
premier-né	0.13
premier-né	0.77
premiers	19.36
premiers	11.81
premiers-nés	0.01
premiers-nés	0.14
premium	0.05
première	197.34
première	37.98
première-née	0.11
premièrement	0.04
premièrement	5.51
premières	14.16
premières	2.29
prenable	0.01
prenables	0.0
prenaient	3.31
prenais	10.15
prenait	18.66
prenant	1.13
prenant	6.62
prenante	0.41
prenantes	0.02
prenants	0.02
prend	179.02
prendra	37.82
prendrai	27.68
prendraient	1.24
prendrais	11.04
prendrait	7.91
prendras	7.86
prendre	465.77
prendrez	8.49
prendriez	1.36
prendrions	0.16
prendrons	6.12
prendront	4.47
prends	431.5
preneur	1.97
preneurs	0.22
preneuse	0.03
prenez	175.12
preniez	3.58
prenions	1.4
prenne	21.02
prennent	27.9
prennes	5.01
prenons	20.8
presbyte	0.19
presbyte	0.0
presbyterium	0.0
presbytie	0.0
presbytère	1.07
presbytérien	0.12
presbytérien	0.05
presbytérienne	0.11
presbytérienne	0.03
presbytériennes	0.0
prescience	0.04
presciente	0.01
prescription	1.77
prescriptions	0.47
prescrirait	0.01
prescrire	1.72
prescris	0.84
prescrit	4.49
prescrite	0.34
prescrites	0.58
prescrits	0.38
prescrivaient	0.0
prescrivais	0.0
prescrivait	0.01
prescrivant	0.01
prescrive	0.17
prescrivent	0.07
prescrivez	0.09
prescrivis	0.0
prescrivit	0.0
presqu'île	0.16
presqu'îles	0.0
presque	181.81
press-book	0.03
pressa	0.03
pressage	0.07
pressai	0.02
pressaient	0.06
pressais	0.13
pressait	0.47
pressant	0.97
pressant	0.27
pressante	0.72
pressantes	0.04
pressants	0.36
presse	45.1
presse	18.49
presse-agrumes	0.04
presse-bouton	0.04
presse-citron	0.02
presse-fruits	0.07
presse-papier	0.16
presse-papiers	0.24
presse-purée	0.04
presse-raquette	0.0
pressement	0.01
pressements	0.0
pressens	0.28
pressent	0.16
pressent	0.63
pressentaient	0.0
pressentais	0.12
pressentait	0.15
pressentant	0.0
pressentent	0.04
pressentez	0.06
pressenti	0.01
pressenti	0.68
pressentie	0.0
pressentie	0.01
pressenties	0.0
pressentiez	0.04
pressentiment	7.17
pressentiments	1.17
pressentions	0.0
pressentir	0.14
pressentirez	0.0
pressentis	0.0
pressentis	0.03
pressentit	0.0
pressentons	0.01
pressentîmes	0.0
pressentît	0.0
presser	5.64
pressera	0.03
presserai	0.16
presseraient	0.0
presserait	0.11
presseront	0.0
presses	0.67
presses	0.64
presseur	0.01
pressez	2.46
pressiez	0.01
pressing	2.52
pressings	0.1
pression	35.33
pressionnée	0.0
pressions	0.0
pressions	1.96
pressoir	0.17
pressoirs	0.01
pressons	2.02
pressurant	0.0
pressure	0.17
pressurer	0.06
pressures	0.03
pressurisation	0.38
pressuriser	0.02
pressurisez	0.02
pressurisé	0.05
pressurisé	0.14
pressurisée	0.03
pressurisée	0.27
pressurisées	0.0
pressurisés	0.05
pressurisés	0.19
pressurée	0.0
pressurés	0.02
pressât	0.0
pressèrent	0.01
pressé	17.12
pressé	9.96
pressé	0.2
pressée	11.26
pressée	0.11
pressées	0.62
pressées	0.04
pressés	4.45
pressés	3.26
pressés	0.05
prestance	0.27
prestataire	0.12
prestataires	0.22
prestation	1.58
prestations	0.37
preste	0.04
prestement	0.09
prestes	0.0
prestesse	0.0
prestidigitateur	0.48
prestidigitateurs	0.0
prestidigitation	0.1
prestidigitations	0.0
prestidigitatrice	0.02
prestige	2.54
prestiges	0.0
prestigieuse	0.65
prestigieuses	0.11
prestigieux	1.27
presto	1.18
preuve	60.79
preuves	46.75
preux	0.88
preux	0.64
pria	0.52
priai	0.2
priaient	0.34
priais	1.16
priait	1.34
priant	0.1
priant	0.0
priant	1.61
priapique	0.0
priapiques	0.0
priapisme	0.17
priasse	0.0
prie	247.29
prie-dieu	0.01
prient	1.52
prier	25.46
priera	0.29
prierai	2.83
prieraient	0.0
prierais	0.38
prierait	0.16
prieras	0.51
prierez	0.07
prierons	0.42
prieront	0.14
pries	2.06
prieur	0.38
prieur	0.29
prieure	0.0
prieurs	0.0
prieuré	0.22
prieurés	0.0
priez	9.13
priions	0.0
prima	0.83
primaire	3.98
primaire	1.74
primaires	0.97
primaires	0.63
primait	0.02
primal	0.11
primale	0.18
primant	0.01
primat	0.09
primate	0.72
primates	0.57
primatologue	0.01
primauté	0.01
prime	1.56
prime	10.63
prime	0.72
prime time	0.41
prime-saut	0.0
priment	0.16
primer	0.15
primerait	0.0
primerose	0.01
primes	0.81
primes	7.17
primesautier	0.0
primesautiers	0.0
primesautière	0.0
primeur	0.16
primeurs	0.04
primevère	0.01
primevères	0.05
primidi	0.0
primitif	2.84
primitif	0.52
primitifs	0.87
primitifs	0.65
primitive	2.08
primitive	0.47
primitivement	0.02
primitives	1.22
primitives	0.01
primitivisme	0.1
primo	4.1
primo-infection	0.0
primordial	1.52
primordiale	0.63
primordialement	0.0
primordiales	0.18
primordiaux	0.06
primé	0.04
primé	0.09
primée	0.05
primée	0.03
primées	0.02
primées	0.0
primés	0.03
prin	0.1
prince	44.83
prince-de-galles	0.0
prince-évêque	0.0
princeps	0.0
princes	5.29
princesse	46.31
princesses	2.48
princier	0.22
princiers	0.02
principal	17.53
principal	6.6
principale	10.68
principale	1.09
principalement	3.6
principales	3.35
principales	0.02
principat	0.0
principauté	0.2
principautés	0.05
principaux	5.12
principaux	0.2
principe	15.62
principes	10.75
princière	0.35
princièrement	0.11
princières	0.0
printanier	0.33
printaniers	0.11
printanière	0.21
printanières	0.02
printemps	27.85
prion	0.43
prions	6.14
prions	2.69
prioritaire	2.43
prioritaires	0.64
priorité	8.84
priorités	3.31
prirent	0.8
pris	374.6
pris	6.23
prisa	0.02
prisaient	0.0
prisait	0.1
prisant	0.0
prise	38.26
prise	4.46
prise	22.92
prise	1.39
prisent	0.14
priser	0.06
prises	8.42
prises	1.7
prises	5.33
prises	0.02
priseur	0.01
priseurs	0.0
prisez	0.0
prismatique	0.02
prismatiques	0.0
prisme	0.1
prismes	0.01
prison	142.97
prisonnier	11.62
prisonnier	16.97
prisonniers	3.98
prisonniers	19.55
prisonnière	3.4
prisonnière	1.29
prisonnières	0.65
prisonnières	0.25
prisons	0.01
prisons	4.52
prisons-écoles	0.0
prisse	0.01
prissent	0.0
prissions	0.0
pristi	0.0
prisunic	0.03
prisé	0.3
prisée	0.06
prisées	0.21
prisées	0.0
prisés	0.28
prit	7.27
priva	0.16
privai	0.0
privaient	0.02
privais	0.02
privait	0.09
privant	0.33
privasse	0.0
privatif	0.02
privatifs	0.0
privation	0.7
privations	0.85
privatisation	0.41
privatiser	0.31
privatisé	0.03
privatisée	0.01
privatisés	0.01
privative	0.02
privatives	0.01
privauté	0.0
privautés	0.02
prive	1.49
privent	0.46
priver	4.19
privera	0.44
priverai	0.27
priveraient	0.01
priverais	0.16
priverait	0.17
priveras	0.02
priveriez	0.12
prives	0.47
privez	0.54
priviez	0.02
privilège	7.06
privilèges	3.35
privilégiait	0.01
privilégiant	0.0
privilégie	0.42
privilégient	0.04
privilégier	0.84
privilégions	0.02
privilégié	0.7
privilégié	1.01
privilégié	0.2
privilégiée	0.51
privilégiée	0.56
privilégiée	0.03
privilégiées	0.15
privilégiées	0.23
privilégiées	0.0
privilégiés	0.22
privilégiés	0.35
privilégiés	0.65
privions	0.0
privons	0.03
privât	0.0
privèrent	0.0
privé	8.16
privé	11.99
privé	10.48
privée	4.59
privée	18.8
privées	0.86
privées	2.61
privément	0.01
privés	1.44
privés	3.04
privés	0.29
prix	126.55
prix-choc	0.0
priâmes	0.0
priât	0.0
prière	19.15
prièrent	0.03
prières	13.58
prié	9.03
priée	0.52
priées	0.05
priés	1.91
pro	14.45
pro-occidental	0.01
proactif	0.07
probabilité	1.68
probabilités	1.99
probable	10.61
probablement	69.41
probables	0.38
probant	0.31
probante	0.06
probantes	0.04
probants	0.06
probation	1.39
probatoire	0.12
probe	0.36
probes	0.01
probité	0.1
probloc	0.0
problocs	0.0
probloque	0.0
probloques	0.0
problème	391.2
problèmes	128.87
problématique	1.22
problématique	0.28
problématiques	0.17
problématiques	0.01
proc	0.27
procalmadiol	0.0
procaïne	0.02
process	0.07
processeur	0.54
processeurs	0.15
procession	3.21
processionnaient	0.0
processionnaire	0.0
processionnaires	0.0
processionnant	0.0
processionnelle	0.01
processionnelles	0.0
processions	0.59
processus	10.86
prochain	51.95
prochain	15.13
prochaine	100.44
prochaine	13.37
prochainement	0.86
prochaines	4.27
prochaines	1.37
prochains	3.62
prochains	0.56
proche	38.29
proche	3.75
proche-oriental	0.01
proches	17.05
proches	7.56
prochinois	0.0
prochinoise	0.0
proclama	0.02
proclamai	0.0
proclamaient	0.0
proclamais	0.23
proclamait	0.03
proclamant	0.41
proclamation	0.6
proclamations	0.0
proclamatrices	0.01
proclame	2.37
proclament	0.17
proclamer	0.81
proclamera	0.03
proclamerai	0.01
proclameraient	0.0
proclamerait	0.0
proclamerons	0.02
proclamez	0.27
proclamiez	0.0
proclamions	0.0
proclamons	0.24
proclamât	0.0
proclamèrent	0.0
proclamé	1.38
proclamée	0.49
proclamées	0.03
proclamés	0.01
procommuniste	0.0
proconsul	0.51
proconsuls	0.0
procrastination	0.01
procréa	0.0
procréant	0.01
procréateur	0.0
procréateur	0.01
procréateurs	0.0
procréation	0.4
procréations	0.0
procréative	0.0
procréatrice	0.03
procréatrices	0.02
procrée	0.03
procréent	0.01
procréer	1.01
procréerons	0.02
procréé	0.04
procs	0.0
proctologie	0.01
proctologue	0.22
proctologues	0.07
procura	0.16
procurai	0.0
procuraient	0.03
procurais	0.01
procurait	0.39
procurant	0.04
procurateur	0.03
procurateurs	0.0
procuraties	0.0
procuration	1.69
procuratrice	0.0
procure	0.06
procure	1.67
procurent	0.34
procurer	7.29
procurera	0.21
procurerai	0.19
procureraient	0.01
procurerais	0.01
procurerait	0.14
procureras	0.03
procureriez	0.01
procurerons	0.04
procureront	0.02
procures	0.0
procures	0.09
procureur	28.68
procureurs	0.78
procureuse	0.0
procureuses	0.0
procurez	0.2
procuriez	0.01
procurions	0.0
procurât	0.0
procurèrent	0.0
procuré	1.78
procurée	0.03
procurées	0.0
procurés	0.08
procède	1.75
procèdent	0.38
procès	45.41
procès-test	0.02
procès-verbal	3.55
procès-verbaux	0.31
procéda	0.02
procédaient	0.0
procédais	0.01
procédait	0.04
procédant	0.07
procéder	6.75
procédera	0.27
procéderaient	0.0
procéderais	0.03
procéderait	0.0
procéderez	0.08
procéderiez	0.01
procéderons	0.45
procéderont	0.0
procédez	0.76
procédiez	0.01
procédions	0.04
procédons	1.15
procédural	0.01
procédurale	0.01
procédure	13.26
procédures	2.91
procédurier	0.03
procédurier	0.0
procédurière	0.01
procédurières	0.0
procédâmes	0.0
procédât	0.0
procédé	1.08
procédé	3.28
procédés	0.02
procédés	0.89
prodigalité	0.03
prodigalités	0.01
prodige	4.62
prodiges	1.21
prodigieuse	1.29
prodigieusement	0.67
prodigieuses	0.17
prodigieux	2.19
prodigua	0.02
prodiguaient	0.0
prodiguais	0.01
prodiguait	0.01
prodiguant	0.06
prodigue	1.88
prodigue	0.01
prodigue	0.04
prodiguent	0.0
prodiguer	0.09
prodiguera	0.01
prodiguerais	0.0
prodigueras	0.01
prodigueront	0.0
prodigues	0.02
prodigues	0.0
prodigues	0.04
prodiguions	0.14
prodiguèrent	0.0
prodigué	0.31
prodiguée	0.01
prodiguées	0.11
prodigués	0.03
prodrome	0.0
prodromes	0.0
producteur	0.68
producteur	9.01
producteurs	0.18
producteurs	3.19
productif	0.89
productifs	0.14
production	17.1
productions	1.63
productive	0.46
productives	0.17
productivité	0.75
productrice	0.41
productrice	0.63
productrices	0.07
productrices	0.01
produira	1.71
produiraient	0.12
produirais	0.05
produirait	0.49
produiras	0.0
produire	11.84
produirez	0.03
produiriez	0.01
produirons	0.06
produiront	0.22
produis	1.05
produisaient	0.09
produisais	0.07
produisait	1.5
produisant	0.53
produise	2.15
produisent	3.91
produises	0.01
produisez	0.27
produisions	0.02
produisirent	0.01
produisis	0.0
produisit	0.74
produisons	0.84
produisît	0.01
produit	20.16
produit	0.56
produit	14.64
produite	1.34
produite	0.19
produites	0.82
produites	0.02
produits	1.74
produits	1.03
produits	14.17
prof	30.36
profana	0.23
profanaient	0.0
profanait	0.0
profanant	0.01
profanateur	0.01
profanateur	0.07
profanateurs	0.0
profanateurs	0.21
profanation	1.04
profanations	0.16
profanatoire	0.0
profane	0.88
profane	0.32
profane	0.28
profanent	0.4
profaner	0.7
profanera	0.12
profanes	0.23
profanes	0.16
profanes	0.02
profanez	0.15
profanèrent	0.0
profané	0.89
profanée	0.19
profanées	0.11
profanés	0.01
professa	0.0
professaient	0.0
professait	0.0
professant	0.0
professe	0.0
professe	0.22
professent	0.0
professer	0.11
professeur	90.02
professeure	0.17
professeurs	8.35
professiez	0.01
profession	9.46
professionnalisme	1.03
professionnel	11.75
professionnel	6.38
professionnelle	7.13
professionnelle	2.23
professionnellement	1.13
professionnelles	1.24
professionnelles	0.39
professionnels	2.97
professionnels	4.29
professions	0.0
professions	0.46
professons	0.0
professoral	0.06
professorat	0.02
professé	0.12
professées	0.0
profil	13.38
profila	0.0
profilage	0.12
profilaient	0.0
profilait	0.02
profilant	0.0
profile	1.16
profilent	0.04
profiler	0.35
profileur	0.11
profileuse	0.01
profils	1.06
profilèrent	0.0
profilé	0.06
profilé	0.0
profilée	0.02
profilées	0.0
profilés	0.02
profilés	0.0
profit	12.26
profita	0.13
profitabilité	0.01
profitable	1.32
profitables	0.32
profitai	0.01
profitaient	0.09
profitais	0.6
profitait	0.52
profitant	0.01
profitant	0.59
profite	13.06
profitent	1.67
profiter	22.5
profitera	0.76
profiterai	1.0
profiteraient	0.05
profiterais	0.31
profiterait	0.27
profiteras	0.23
profiterez	0.18
profiteriez	0.04
profiterole	0.0
profiteroles	0.06
profiterons	0.54
profiteront	0.27
profites	6.34
profiteur	0.5
profiteurs	0.47
profiteuse	0.03
profitez	8.51
profitiez	0.19
profitions	0.04
profitons	2.41
profits	2.04
profitâmes	0.0
profitât	0.0
profitèrent	0.0
profité	6.89
profitée	0.0
profond	24.72
profond	0.27
profond	1.08
profonde	11.71
profondes	3.8
profondeur	8.84
profondeurs	4.46
profonds	2.19
profonds	0.07
profondément	19.0
profs	7.46
profus	0.0
profuse	0.01
profuses	0.0
profusion	0.24
profusions	0.0
profère	0.22
profèrent	0.01
proféra	0.02
proféraient	0.0
proférait	0.01
proférant	0.05
proférations	0.0
proférer	0.36
proféreraient	0.0
proférez	0.02
proférions	0.0
proférât	0.0
proféré	0.16
proférée	0.02
proférées	0.01
proférés	0.0
progestérone	0.07
prognathe	0.0
prognathe	0.0
prognathisme	0.01
programma	0.01
programmable	0.04
programmables	0.01
programmaient	0.01
programmait	0.01
programmateur	0.04
programmateur	0.04
programmateurs	0.14
programmation	1.09
programmatrice	0.1
programmatrice	0.01
programme	44.16
programme	0.6
programment	0.06
programmer	1.36
programmerai	0.04
programmes	4.95
programmes	0.06
programmeur	0.38
programmeurs	0.21
programmeuse	0.05
programmez	0.33
programmons	0.01
programmé	3.1
programmé	0.26
programmée	0.78
programmée	0.35
programmées	0.32
programmées	0.07
programmés	0.45
programmés	0.12
progressa	0.01
progressai	0.0
progressaient	0.01
progressais	0.13
progressait	0.22
progressant	0.04
progresse	3.74
progressent	0.52
progresser	2.23
progressera	0.22
progresseraient	0.0
progresserais	0.02
progresserait	0.01
progresserez	0.04
progresserons	0.16
progresseront	0.03
progresses	0.63
progressez	0.36
progressif	0.42
progression	1.61
progressions	0.01
progressions	0.13
progressisme	0.01
progressiste	0.81
progressiste	0.01
progressistes	0.28
progressistes	0.02
progressive	0.57
progressivement	1.44
progressives	0.02
progressons	0.55
progressèrent	0.0
progressé	0.98
progressée	0.01
progrès	18.52
progéniteur	0.0
progéniture	1.6
progénitures	0.04
prohibait	0.01
prohibe	0.02
prohibent	0.01
prohibition	0.79
prohibitive	0.02
prohibé	0.19
prohibé	0.04
prohibée	0.16
prohibée	0.18
prohibées	0.03
prohibées	0.04
prohibés	0.0
prohibés	0.15
proie	9.19
proies	1.42
projecteur	3.09
projecteurs	1.93
projectif	0.01
projectile	0.82
projectiles	0.58
projection	3.75
projectionniste	0.5
projectionnistes	0.02
projections	0.91
projet	44.18
projeta	0.03
projetai	0.0
projetaient	0.19
projetais	0.24
projetait	0.0
projetant	0.25
projeter	1.59
projetez	0.28
projetiez	0.05
projetions	0.05
projetons	0.38
projets	25.41
projette	2.34
projettent	0.39
projettera	0.05
projetterait	0.0
projetteriez	0.0
projetterons	0.02
projettes	0.33
projetâmes	0.01
projetât	0.0
projetèrent	0.01
projeté	2.31
projetée	0.47
projetées	0.14
projetés	0.62
projo	0.36
projos	0.3
prolapsus	0.15
prolifique	0.17
prolifiques	0.03
prolifère	0.1
prolifère	0.16
prolifèrent	0.21
proliféraient	0.0
proliférait	0.01
proliférant	0.0
proliférant	0.01
proliférante	0.0
proliférantes	0.0
proliférants	0.0
prolifération	0.37
proliférer	0.3
proliférera	0.01
proliféré	0.03
proline	0.03
prolixe	0.18
prolixes	0.0
prolixité	0.0
prolo	0.58
prologue	1.38
prolongateur	0.01
prolongation	0.74
prolongations	0.23
prolonge	0.01
prolonge	0.99
prolongea	0.13
prolongeaient	0.0
prolongeais	0.0
prolongeait	0.11
prolongeant	0.16
prolongement	0.35
prolongements	0.01
prolongent	0.19
prolonger	2.42
prolongera	0.11
prolongeraient	0.0
prolongerait	0.0
prolongerons	0.01
prolonges	0.0
prolonges	0.04
prolongez	0.0
prolongeât	0.0
prolongèrent	0.01
prolongé	0.41
prolongé	0.33
prolongée	0.55
prolongée	0.59
prolongées	0.03
prolongées	0.06
prolongés	0.12
prolongés	0.17
prolos	0.32
prolégomènes	0.0
prolétaire	0.66
prolétaire	0.83
prolétaires	0.55
prolétaires	0.96
prolétariat	1.12
prolétariats	0.0
prolétarien	0.14
prolétarienne	0.42
prolétariennes	0.0
prolétariens	0.0
prolétarisation	0.0
prolétariser	0.0
promazine	0.01
promena	0.01
promenade	13.45
promenades	1.88
promenai	0.01
promenaient	0.23
promenais	1.84
promenait	1.33
promenant	0.68
promener	20.02
promeneur	0.22
promeneurs	0.33
promeneuse	0.02
promeneuses	0.0
promenez	0.91
promeniez	0.03
promenions	0.21
promenoir	0.0
promenons	0.15
promenâmes	0.01
promenât	0.0
promenèrent	0.0
promené	0.85
promenée	0.39
promenées	0.02
promenés	0.75
promesse	20.45
promesses	11.75
promet	8.16
promets	68.81
promettaient	0.17
promettais	0.39
promettait	0.82
promettant	0.77
promette	0.67
promettent	0.77
promettes	0.67
prometteur	2.75
prometteur	0.19
prometteurs	0.29
prometteurs	0.01
prometteuse	0.76
prometteuse	0.13
prometteuses	0.16
promettez	7.25
promettiez	0.19
promettons	0.76
promettra	0.03
promettrai	0.28
promettraient	0.0
promettrais	0.03
promettrait	0.0
promettras	0.0
promettre	10.05
promettriez	0.01
promettront	0.01
promeut	0.04
promirent	0.01
promis	82.83
promis	7.92
promis	19.93
promiscuité	0.57
promiscuités	0.0
promise	1.73
promise	2.26
promise	1.52
promises	0.34
promises	0.03
promises	0.2
promit	0.52
promo	4.74
promontoire	0.18
promontoires	0.0
promos	0.12
promoteur	1.12
promoteurs	0.28
promotion	14.12
promotionnait	0.0
promotionnel	0.1
promotionnelle	0.08
promotionnelles	0.05
promotions	0.7
promotrice	0.01
promouvaient	0.01
promouvez	0.01
promouvoir	1.56
prompt	1.7
prompte	0.22
promptement	0.35
promptes	0.03
prompteur	0.21
prompteurs	0.03
promptitude	0.21
prompto	0.0
prompts	0.12
promu	3.56
promu	0.39
promue	0.65
promue	0.07
promues	0.0
promues	0.0
promulgation	0.04
promulguait	0.0
promulguant	0.1
promulguer	0.06
promulguera	0.0
promulgué	0.04
promulguée	0.01
promulguées	0.03
promulgués	0.0
promus	0.23
promus	0.06
promut	0.01
promène	6.97
promènent	1.58
promènera	0.3
promènerai	0.06
promèneraient	0.12
promènerais	0.01
promènerait	0.16
promèneras	0.03
promènerez	0.04
promènerions	0.0
promènerons	0.01
promènes	1.08
prométhéen	0.03
prométhéenne	0.01
promîmes	0.01
promît	0.0
pronateurs	0.01
pronation	0.04
pronom	0.12
pronominal	0.0
pronominale	0.0
pronominaux	0.0
pronoms	0.1
prononce	5.82
prononcent	0.51
prononcer	7.56
prononcera	0.1
prononcerai	0.2
prononceraient	0.0
prononcerais	0.02
prononcerait	0.03
prononceras	0.03
prononcerez	0.02
prononceriez	0.0
prononcerons	0.12
prononceront	0.02
prononces	0.85
prononcez	0.91
prononciation	0.67
prononciations	0.01
prononciez	0.18
prononcions	0.04
prononcèrent	0.0
prononcé	4.99
prononcé	0.32
prononcée	0.57
prononcée	0.19
prononcées	0.18
prononcées	0.02
prononcés	0.68
prononcés	0.06
prononça	0.58
prononçable	0.0
prononçai	0.01
prononçaient	0.01
prononçais	0.05
prononçait	0.38
prononçant	0.95
prononças	0.1
prononçons	0.07
prononçât	0.0
pronostic	0.9
pronostics	0.89
pronostiquait	0.01
pronostique	0.04
pronostique	0.06
pronostiquer	0.04
pronostiqueur	0.06
pronostiquiez	0.01
pronunciamiento	0.0
propagande	4.98
propagandes	0.0
propagandiste	0.01
propagandistes	0.0
propagandistes	0.01
propagateur	0.02
propagateurs	0.01
propagation	0.59
propagations	0.0
propage	1.98
propagea	0.01
propageaient	0.0
propageait	0.2
propageant	0.08
propagent	0.3
propager	1.99
propagera	0.41
propageraient	0.0
propagerait	0.08
propagez	0.05
propageât	0.0
propagèrent	0.01
propagé	0.96
propagée	0.3
propagées	0.02
propagés	0.02
propane	0.39
propension	0.41
propergol	0.01
prophase	0.02
prophylactique	0.14
prophylactiques	0.03
prophylaxie	0.04
prophète	8.49
prophètes	2.83
prophétesse	1.04
prophétie	3.69
prophéties	1.66
prophétique	0.55
prophétiquement	0.0
prophétiques	0.29
prophétisaient	0.0
prophétisait	0.0
prophétisant	0.02
prophétise	0.02
prophétisent	0.02
prophétiser	0.14
prophétisez	0.0
prophétisé	0.22
propice	2.13
propices	0.73
propionate	0.01
propitiatoire	0.0
propitiatoires	0.0
propolis	0.1
proportion	1.3
proportionnalité	0.12
proportionnel	0.2
proportionnelle	0.51
proportionnelle	0.0
proportionnellement	0.08
proportionnelles	0.15
proportionner	0.0
proportionné	0.02
proportionné	0.16
proportionnée	0.02
proportionnée	0.26
proportionnées	0.02
proportionnées	0.0
proportionnés	0.0
proportionnés	0.04
proportions	1.87
propos	115.21
proposa	0.52
proposai	0.01
proposaient	0.1
proposais	0.8
proposait	0.48
proposant	0.64
propose	23.57
proposent	1.21
proposer	13.46
proposera	0.28
proposerai	0.48
proposeraient	0.03
proposerais	0.28
proposerait	0.01
proposeras	0.05
proposerez	0.04
proposeriez	0.01
proposerions	0.0
proposerons	0.19
proposeront	0.13
proposes	5.2
proposez	3.3
proposiez	0.09
proposions	0.04
proposition	19.28
propositions	3.15
proposons	1.13
proposâmes	0.0
proposât	0.0
proposèrent	0.01
proposé	16.86
proposé	0.04
proposée	0.44
proposée	0.28
proposées	0.03
proposées	0.14
proposés	0.63
proposés	0.07
propre	120.61
propre	8.21
propre-à-rien	0.0
proprement	4.54
propres	42.63
propres	1.84
propret	0.02
proprets	0.03
proprette	0.1
proprettes	0.02
propreté	2.17
proprio	3.08
proprios	0.47
